corpus,recording_id,model,ref_speakers,hyp_speakers,DER_collar0.0,miss_collar0.0_sec,falsealarm_collar0.0_sec,confusion_collar0.0_sec,total_ref_collar0.0_sec,DER_collar0.25,miss_collar0.25_sec,falsealarm_collar0.25_sec,confusion_collar0.25_sec,total_ref_collar0.25_sec,JER
ami,ES2004a,G1-B MarbleNet VAD + VBx,4,5,0.3282,218.12,47.83,37.11,923.43,0.282,161.45,33.75,23.53,775.77,0.3335
ami,ES2004a,G2-A pyannote community-1,4,5,0.1876,114.76,29.61,28.85,923.43,0.1438,78.27,16.18,17.12,775.77,0.2274
ami,ES2004a,G2-B NeMo diar_msdd_telephonic,4,5,0.3156,211.26,52.45,27.73,923.43,0.2721,156.8,37.97,16.34,775.77,0.3215
ami,ES2004a,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.2929,250.51,8.84,11.12,923.43,0.2654,196.64,2.21,7.04,775.77,0.3215
ami,ES2004a,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.2142,168.16,23.04,6.57,923.43,0.1707,122.36,8.8,1.29,775.77,0.2474
ami,ES2004b,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.2246,358.84,103.87,38.86,2233.05,0.1835,262.09,76.33,22.97,1969.91,0.2027
ami,ES2004b,G1-B MarbleNet VAD + VBx,4,5,0.2324,358.84,103.87,56.24,2233.05,0.1899,262.08,76.33,35.71,1969.91,0.2132
ami,ES2004b,G2-A pyannote community-1,4,5,0.1261,140.7,78.4,62.39,2233.05,0.0867,83.66,48.04,39.0,1969.91,0.1428
ami,ES2004b,G2-B NeMo diar_msdd_telephonic,4,6,0.2504,374.48,99.36,85.33,2233.05,0.2102,279.83,71.92,62.42,1969.91,0.2248
ami,ES2004b,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.2594,470.41,41.76,67.15,2233.05,0.2366,382.71,29.91,53.4,1969.91,0.2943
ami,ES2004b,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1354,255.54,37.16,9.61,2233.05,0.1019,186.4,11.67,2.66,1969.91,0.1396
ami,ES2004c,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.2166,368.04,80.2,38.0,2244.47,0.1736,275.53,47.43,19.22,1971.35,0.2088
ami,ES2004c,G1-B MarbleNet VAD + VBx,4,5,0.2242,368.04,80.2,54.86,2244.47,0.1795,275.53,47.43,30.81,1971.35,0.2165
ami,ES2004c,G2-A pyannote community-1,4,5,0.1235,117.89,105.76,53.5,2244.47,0.0841,69.14,67.35,29.33,1971.35,0.1363
ami,ES2004c,G2-B NeMo diar_msdd_telephonic,4,4,0.2135,359.22,95.13,24.94,2244.47,0.1744,280.74,53.89,9.23,1971.35,0.2139
ami,ES2004c,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.2143,445.68,24.41,10.88,2244.47,0.1888,360.29,7.63,4.26,1971.35,0.2141
ami,ES2004c,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1167,204.79,44.11,13.08,2244.47,0.0854,144.17,19.78,4.33,1971.35,0.1206
ami,ES2004d,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.2836,435.87,87.31,46.04,2006.77,0.2321,319.47,48.52,23.61,1687.32,0.2974
ami,ES2004d,G1-B MarbleNet VAD + VBx,4,5,0.294,435.87,87.31,66.79,2006.77,0.2389,319.47,48.52,35.1,1687.32,0.3121
ami,ES2004d,G2-A pyannote community-1,4,4,0.1867,172.5,98.94,103.29,2006.77,0.1389,107.14,57.64,69.56,1687.32,0.2435
ami,ES2004d,G2-B NeMo diar_msdd_telephonic,4,5,0.2875,424.0,99.02,54.01,2006.77,0.2366,311.32,59.53,28.38,1687.32,0.2924
ami,ES2004d,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.248,423.44,36.48,37.8,2006.77,0.2155,323.32,13.92,26.34,1687.32,0.2741
ami,ES2004d,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1877,297.87,60.84,17.96,2006.77,0.148,222.1,21.33,6.33,1687.32,0.2062
ami,IS1009a,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.3565,124.38,106.73,16.99,695.9,0.3211,88.86,91.06,9.74,590.73,0.3886
ami,IS1009a,G1-B MarbleNet VAD + VBx,4,5,0.375,124.38,106.73,29.85,695.9,0.3362,88.86,91.06,18.7,590.73,0.4102
ami,IS1009a,G2-A pyannote community-1,4,4,0.1965,59.62,38.69,38.42,695.9,0.1455,40.97,20.17,24.82,590.73,0.3329
ami,IS1009a,G2-B NeMo diar_msdd_telephonic,4,4,0.2622,131.21,37.14,14.13,695.9,0.2148,96.58,22.43,7.85,590.73,0.378
ami,IS1009a,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.2444,119.64,25.1,25.36,695.9,0.2173,93.65,13.98,20.75,590.73,0.3457
ami,IS1009a,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1945,108.69,18.64,8.05,695.9,0.1492,76.55,8.39,3.19,590.73,0.3108
ami,IS1009b,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.2033,261.33,114.99,26.85,1982.97,0.1604,174.3,91.42,14.65,1747.67,0.1758
ami,IS1009b,G1-B MarbleNet VAD + VBx,4,5,0.2131,261.33,114.99,46.31,1982.97,0.1673,174.3,91.42,26.72,1747.67,0.1919
ami,IS1009b,G2-A pyannote community-1,4,5,0.1519,139.51,56.94,104.8,1982.97,0.1049,93.12,25.82,64.47,1747.67,0.1596
ami,IS1009b,G2-B NeMo diar_msdd_telephonic,4,4,0.1734,282.64,37.17,23.97,1982.97,0.129,200.46,12.98,11.91,1747.67,0.1801
ami,IS1009b,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.1589,256.29,35.16,23.57,1982.97,0.129,204.15,9.66,11.55,1747.67,0.1662
ami,IS1009b,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1215,169.77,46.53,24.59,1982.97,0.0792,118.16,11.12,9.11,1747.67,0.1286
ami,IS1009c,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.192,142.7,138.0,23.49,1584.45,0.1546,102.45,108.99,12.93,1450.84,0.1494
ami,IS1009c,G1-B MarbleNet VAD + VBx,4,5,0.1999,142.7,138.0,36.04,1584.45,0.1604,102.45,108.99,21.34,1450.84,0.1613
ami,IS1009c,G2-A pyannote community-1,4,4,0.1005,74.04,53.56,31.65,1584.45,0.0633,53.07,24.65,14.15,1450.84,0.1179
ami,IS1009c,G2-B NeMo diar_msdd_telephonic,4,4,0.1443,160.6,47.47,20.62,1584.45,0.106,121.21,20.3,12.24,1450.84,0.1521
ami,IS1009c,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.3616,202.88,35.07,335.02,1584.45,0.3389,172.48,13.44,305.76,1450.84,0.4459
ami,IS1009c,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1013,89.22,56.96,14.3,1584.45,0.0638,68.67,19.16,4.72,1450.84,0.1052
ami,IS1009d,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.2764,269.81,173.42,37.24,1738.6,0.2232,181.07,129.51,20.14,1481.68,0.2962
ami,IS1009d,G1-B MarbleNet VAD + VBx,4,5,0.2899,269.81,173.33,60.83,1738.6,0.2344,181.07,129.42,36.84,1481.68,0.3124
ami,IS1009d,G2-A pyannote community-1,4,4,0.1646,130.1,76.1,79.91,1738.6,0.1108,84.05,35.25,44.83,1481.68,0.2546
ami,IS1009d,G2-B NeMo diar_msdd_telephonic,4,4,0.2269,290.35,73.78,30.33,1738.6,0.1686,203.25,30.61,15.93,1481.68,0.292
ami,IS1009d,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.209,299.94,38.38,24.98,1738.6,0.1718,232.15,11.2,11.21,1481.68,0.2538
ami,IS1009d,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.2011,186.17,110.39,53.13,1738.6,0.1302,127.19,38.25,27.49,1481.68,0.2805
ami,TS3003a,G1-A NeMo MarbleNet+TitaNet+spectral,4,3,0.3501,224.48,82.33,52.35,1025.96,0.3147,193.4,58.26,39.85,926.41,0.6694
ami,TS3003a,G1-B MarbleNet VAD + VBx,4,3,0.3591,224.48,82.33,61.57,1025.96,0.3213,193.4,58.26,45.99,926.41,0.6732
ami,TS3003a,G2-A pyannote community-1,4,4,0.1714,117.76,28.74,29.4,1025.96,0.1396,92.08,17.3,19.92,926.41,0.3922
ami,TS3003a,G2-B NeMo diar_msdd_telephonic,4,4,0.3237,223.03,69.24,39.78,1025.96,0.2895,194.07,45.08,29.08,926.41,0.5262
ami,TS3003a,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.3627,354.52,8.72,8.84,1025.96,0.3414,309.62,2.7,3.93,926.41,0.4727
ami,TS3003a,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.2398,198.68,18.43,28.88,1025.96,0.2026,163.77,6.08,17.87,926.41,0.5131
ami,TS3003b,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.2478,294.46,132.25,24.48,1820.5,0.2133,245.94,91.03,15.25,1651.54,0.2107
ami,TS3003b,G1-B MarbleNet VAD + VBx,4,5,0.2499,294.46,132.25,28.3,1820.5,0.2131,245.94,91.03,14.92,1651.54,0.2137
ami,TS3003b,G2-A pyannote community-1,4,4,0.1197,83.9,98.97,35.02,1820.5,0.084,48.04,69.51,21.17,1651.54,0.1384
ami,TS3003b,G2-B NeMo diar_msdd_telephonic,4,4,0.2314,306.3,98.67,16.24,1820.5,0.1973,260.53,57.43,7.96,1651.54,0.2223
ami,TS3003b,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.2714,459.92,21.34,12.77,1820.5,0.254,398.19,12.23,9.06,1651.54,0.2783
ami,TS3003b,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1408,173.85,76.65,5.86,1820.5,0.1105,134.16,46.99,1.34,1651.54,0.1372
ami,TS3003c,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.3053,302.92,237.01,38.46,1894.25,0.2779,262.4,195.34,25.54,1738.78,0.2151
ami,TS3003c,G1-B MarbleNet VAD + VBx,4,5,0.3056,302.92,237.01,38.93,1894.25,0.276,262.4,195.34,22.1,1738.78,0.2213
ami,TS3003c,G2-A pyannote community-1,4,4,0.1334,142.68,80.2,29.83,1894.25,0.1018,105.45,53.15,18.48,1738.78,0.1351
ami,TS3003c,G2-B NeMo diar_msdd_telephonic,4,5,0.2693,319.85,154.26,36.08,1894.25,0.2396,280.16,114.23,22.27,1738.78,0.2206
ami,TS3003c,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.3889,608.55,14.54,113.57,1894.25,0.3742,538.83,8.21,103.61,1738.78,0.505
ami,TS3003c,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.1603,251.98,44.33,7.25,1894.25,0.1304,203.3,21.41,2.11,1738.78,0.1532
ami,TS3003d,G1-A NeMo MarbleNet+TitaNet+spectral,4,5,0.3498,439.09,225.39,59.73,2070.34,0.3053,342.38,158.56,33.81,1751.83,0.3166
ami,TS3003d,G1-B MarbleNet VAD + VBx,4,5,0.3627,439.09,225.39,86.33,2070.34,0.3143,342.38,158.56,49.63,1751.83,0.3332
ami,TS3003d,G2-A pyannote community-1,4,4,0.2108,245.45,97.07,93.83,2070.34,0.1616,170.65,52.77,59.68,1751.83,0.26
ami,TS3003d,G2-B NeMo diar_msdd_telephonic,4,5,0.3307,438.45,176.15,69.97,2070.34,0.2837,343.14,111.72,42.17,1751.83,0.3159
ami,TS3003d,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.3374,644.34,23.52,30.76,2070.34,0.3117,521.52,6.47,17.99,1751.83,0.3373
ami,TS3003d,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,4,0.2471,456.83,39.05,15.79,2070.34,0.2037,338.88,12.16,5.82,1751.83,0.2567
bangor_miami_eng,herring01,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.358,481.34,101.15,61.11,1797.99,0.3143,363.24,70.59,39.38,1505.67,0.3609
bangor_miami_eng,herring01,G1-B MarbleNet VAD + VBx,2,3,0.3848,481.34,101.15,109.37,1797.99,0.3388,363.24,70.59,76.25,1505.67,0.3609
bangor_miami_eng,herring01,G2-A pyannote community-1,2,3,0.2881,168.6,203.03,146.46,1797.99,0.2382,102.5,150.49,105.71,1505.67,0.2267
bangor_miami_eng,herring01,G2-B NeMo diar_msdd_telephonic,2,2,0.4879,822.06,21.34,33.86,1797.99,0.4481,640.07,11.61,23.0,1505.67,0.4934
bangor_miami_eng,herring01,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.1955,301.51,30.79,19.28,1797.99,0.1376,193.09,5.99,8.06,1505.67,0.2007
bangor_miami_eng,herring01,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2229,332.58,49.15,19.12,1797.99,0.17,217.11,29.67,9.12,1505.67,0.2113
bangor_miami_eng,herring06,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.423,610.38,16.3,88.06,1689.66,0.4088,559.49,10.87,73.46,1574.75,0.4118
bangor_miami_eng,herring06,G1-B MarbleNet VAD + VBx,2,3,0.4253,610.38,16.3,91.93,1689.66,0.4102,559.49,10.87,75.61,1574.75,0.4211
bangor_miami_eng,herring06,G2-A pyannote community-1,2,2,0.3148,499.34,13.97,18.67,1689.66,0.3019,455.71,6.34,13.3,1574.75,0.311
bangor_miami_eng,herring06,G2-B NeMo diar_msdd_telephonic,2,2,0.5394,894.75,4.41,12.3,1689.66,0.5311,828.77,1.42,6.16,1574.75,0.5046
bangor_miami_eng,herring06,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.3629,578.56,8.58,26.06,1689.66,0.3478,525.05,3.35,19.32,1574.75,0.3628
bangor_miami_eng,herring06,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2467,378.99,16.04,21.89,1689.66,0.2267,341.28,7.28,8.47,1574.75,0.2561
bangor_miami_eng,herring07,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.259,267.16,47.21,55.11,1426.77,0.2004,187.8,23.77,25.99,1185.24,0.2833
bangor_miami_eng,herring07,G1-B MarbleNet VAD + VBx,2,3,0.2877,267.16,47.21,96.09,1426.77,0.2274,187.8,23.77,57.89,1185.24,0.3214
bangor_miami_eng,herring07,G2-A pyannote community-1,2,2,0.2884,230.99,40.46,140.08,1426.77,0.2366,159.44,13.15,107.9,1185.24,0.3513
bangor_miami_eng,herring07,G2-B NeMo diar_msdd_telephonic,2,2,0.306,375.01,30.71,30.89,1426.77,0.249,271.01,10.42,13.73,1185.24,0.3185
bangor_miami_eng,herring07,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.2291,288.84,27.75,10.24,1426.77,0.1709,189.45,8.65,4.42,1185.24,0.2238
bangor_miami_eng,herring07,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2252,254.65,50.06,16.58,1426.77,0.1629,156.31,31.61,5.19,1185.24,0.2128
bangor_miami_eng,herring08,G1-A NeMo MarbleNet+TitaNet+spectral,4,3,0.377,291.03,100.57,52.09,1176.83,0.3403,220.06,84.32,37.21,1003.74,0.6626
bangor_miami_eng,herring08,G1-B MarbleNet VAD + VBx,4,3,0.4011,291.03,100.57,80.43,1176.83,0.3637,220.06,84.32,60.7,1003.74,0.6784
bangor_miami_eng,herring08,G2-A pyannote community-1,4,3,0.2909,248.78,65.3,28.26,1176.83,0.2427,171.65,51.48,20.47,1003.74,0.6253
bangor_miami_eng,herring08,G2-B NeMo diar_msdd_telephonic,4,2,0.3688,383.75,38.53,11.73,1176.83,0.3263,288.48,32.67,6.41,1003.74,0.6768
bangor_miami_eng,herring08,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,4,4,0.4161,327.84,46.89,114.95,1176.83,0.3714,231.0,39.47,102.32,1003.74,0.6917
bangor_miami_eng,herring08,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,4,3,0.3017,271.98,70.84,12.25,1176.83,0.2633,215.75,46.01,2.49,1003.74,0.6409
bangor_miami_eng,herring09,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.2999,403.6,103.1,95.14,2006.84,0.2469,292.61,62.36,57.3,1669.44,0.2841
bangor_miami_eng,herring09,G1-B MarbleNet VAD + VBx,2,5,0.5099,403.59,103.09,516.61,2006.84,0.4673,292.6,62.36,425.09,1669.44,0.4734
bangor_miami_eng,herring09,G2-A pyannote community-1,2,3,0.219,337.21,62.39,39.88,2006.84,0.1634,217.29,28.73,26.68,1669.44,0.2135
bangor_miami_eng,herring09,G2-B NeMo diar_msdd_telephonic,2,2,0.4691,919.43,8.0,14.06,2006.84,0.4258,701.77,1.9,7.22,1669.44,0.4779
bangor_miami_eng,herring09,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.2875,437.77,25.97,113.19,2006.84,0.2307,278.75,7.45,98.91,1669.44,0.2781
bangor_miami_eng,herring09,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2257,396.01,40.31,16.6,2006.84,0.1741,282.68,3.78,4.12,1669.44,0.2262
bangor_miami_eng,herring10,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.5285,810.09,8.46,179.59,1888.6,0.5216,731.5,4.91,158.73,1716.0,0.5587
bangor_miami_eng,herring10,G1-B MarbleNet VAD + VBx,2,3,0.5452,810.09,8.46,211.16,1888.6,0.5381,731.5,4.91,186.89,1716.0,0.5762
bangor_miami_eng,herring10,G2-A pyannote community-1,2,4,0.5325,754.67,33.96,216.96,1888.6,0.5246,686.38,25.31,188.59,1716.0,0.5687
bangor_miami_eng,herring10,G2-B NeMo diar_msdd_telephonic,2,2,0.6565,1201.35,8.44,30.03,1888.6,0.6499,1087.73,5.31,22.28,1716.0,0.6791
bangor_miami_eng,herring10,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.5171,887.99,28.11,60.46,1888.6,0.506,793.79,21.26,53.16,1716.0,0.5212
bangor_miami_eng,herring10,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,3,0.5339,890.35,5.54,112.42,1888.6,0.5281,806.58,3.05,96.65,1716.0,0.5735
bangor_miami_eng,herring13,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.5133,442.03,101.68,98.79,1251.72,0.4895,351.47,82.99,73.84,1038.49,0.4626
bangor_miami_eng,herring13,G1-B MarbleNet VAD + VBx,2,3,0.5403,442.03,101.68,132.65,1251.72,0.5163,351.47,82.99,101.69,1038.49,0.4858
bangor_miami_eng,herring13,G2-A pyannote community-1,2,3,0.4925,371.19,116.6,128.67,1251.72,0.467,292.48,89.29,103.2,1038.49,0.4559
bangor_miami_eng,herring13,G2-B NeMo diar_msdd_telephonic,2,3,0.6846,819.16,20.12,17.62,1251.72,0.6693,669.71,14.28,11.1,1038.49,0.6555
bangor_miami_eng,herring13,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.6617,525.62,48.41,254.23,1251.72,0.6538,418.95,31.14,228.88,1038.49,0.6085
bangor_miami_eng,herring13,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,3,0.4413,460.36,36.33,55.7,1251.72,0.4058,358.87,21.33,41.26,1038.49,0.4309
bangor_miami_eng,herring15,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.3734,618.54,7.95,83.38,1901.27,0.3525,541.68,3.13,61.0,1718.5,0.3659
bangor_miami_eng,herring15,G1-B MarbleNet VAD + VBx,2,3,0.3734,618.54,7.95,83.54,1901.27,0.352,541.68,3.13,60.19,1718.5,0.3693
bangor_miami_eng,herring15,G2-A pyannote community-1,2,2,0.1918,303.62,29.34,31.65,1901.27,0.1648,250.58,12.31,20.34,1718.5,0.2064
bangor_miami_eng,herring15,G2-B NeMo diar_msdd_telephonic,2,2,0.5804,1073.72,3.33,26.5,1901.27,0.5735,968.72,1.15,15.65,1718.5,0.5134
bangor_miami_eng,herring15,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.1869,311.98,31.59,11.71,1901.27,0.16,254.75,15.14,5.06,1718.5,0.1987
bangor_miami_eng,herring15,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2219,392.37,10.23,19.27,1901.27,0.1852,308.22,3.92,6.2,1718.5,0.2422
bangor_miami_eng,herring16,G1-A NeMo MarbleNet+TitaNet+spectral,2,5,0.7404,938.0,66.47,159.8,1572.39,0.733,864.8,62.99,145.51,1464.23,0.7054
bangor_miami_eng,herring16,G1-B MarbleNet VAD + VBx,2,1,0.8036,938.0,66.47,259.09,1572.39,0.8013,864.8,62.99,245.42,1464.23,0.8502
bangor_miami_eng,herring16,G2-A pyannote community-1,2,2,0.5831,758.65,26.44,131.7,1572.39,0.5735,700.11,23.39,116.29,1464.23,0.6046
bangor_miami_eng,herring16,G2-B NeMo diar_msdd_telephonic,2,2,0.7207,1097.25,6.38,29.57,1572.39,0.7109,1010.07,4.76,26.04,1464.23,0.7195
bangor_miami_eng,herring16,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.6392,892.27,13.64,99.18,1572.39,0.6255,813.8,11.57,90.53,1464.23,0.6422
bangor_miami_eng,herring16,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.584,861.55,11.47,45.18,1572.39,0.5704,785.56,9.8,39.78,1464.23,0.5888
bangor_miami_eng,herring17,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.2907,470.03,36.65,47.81,1907.22,0.238,329.82,16.64,19.96,1539.75,0.3026
bangor_miami_eng,herring17,G1-B MarbleNet VAD + VBx,2,2,0.307,470.03,36.65,78.9,1907.22,0.2513,329.82,16.64,40.44,1539.75,0.3305
bangor_miami_eng,herring17,G2-A pyannote community-1,2,2,0.1696,175.95,88.27,59.23,1907.22,0.1144,97.96,38.07,40.1,1539.75,0.1898
bangor_miami_eng,herring17,G2-B NeMo diar_msdd_telephonic,2,2,0.281,468.61,39.58,27.74,1907.22,0.2255,321.29,15.49,10.45,1539.75,0.2872
bangor_miami_eng,herring17,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.1667,225.97,61.93,30.08,1907.22,0.1062,126.33,21.75,15.42,1539.75,0.1709
bangor_miami_eng,herring17,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,3,0.3019,380.95,53.2,141.62,1907.22,0.2457,232.73,32.23,113.28,1539.75,0.3032
bangor_miami_eng,sastre03,G1-A NeMo MarbleNet+TitaNet+spectral,3,2,0.4545,737.09,195.4,170.28,2426.45,0.4259,587.19,169.02,132.94,2087.58,0.6071
bangor_miami_eng,sastre03,G1-B MarbleNet VAD + VBx,3,4,0.5096,737.09,195.4,304.04,2426.45,0.4822,587.19,169.02,250.39,2087.58,0.5809
bangor_miami_eng,sastre03,G2-A pyannote community-1,3,4,0.4093,381.15,412.63,199.28,2426.45,0.3765,270.3,362.64,153.01,2087.58,0.3711
bangor_miami_eng,sastre03,G2-B NeMo diar_msdd_telephonic,3,4,0.6428,1455.08,29.39,75.33,2426.45,0.6187,1210.22,21.77,59.51,2087.58,0.6902
bangor_miami_eng,sastre03,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,3,4,0.3113,576.21,124.25,54.91,2426.45,0.2671,416.89,101.9,38.76,2087.58,0.3577
bangor_miami_eng,sastre03,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,3,4,0.9714,2351.93,2.03,3.17,2426.45,0.9694,2019.76,1.46,2.51,2087.58,0.9687
bangor_miami_eng,sastre04,G1-A NeMo MarbleNet+TitaNet+spectral,2,4,0.4212,670.66,31.06,127.39,1968.25,0.3853,525.53,16.77,94.72,1653.12,0.4296
bangor_miami_eng,sastre04,G1-B MarbleNet VAD + VBx,2,3,0.4328,670.66,31.06,150.1,1968.25,0.3971,525.53,16.77,114.1,1653.12,0.4538
bangor_miami_eng,sastre04,G2-A pyannote community-1,2,2,0.3691,516.06,33.84,176.57,1968.25,0.3334,392.57,13.13,145.51,1653.12,0.4194
bangor_miami_eng,sastre04,G2-B NeMo diar_msdd_telephonic,2,2,0.5483,1039.46,13.56,26.24,1968.25,0.5161,829.95,6.48,16.73,1653.12,0.5537
bangor_miami_eng,sastre04,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.4024,634.5,29.43,128.13,1968.25,0.3601,473.98,13.56,107.79,1653.12,0.4071
bangor_miami_eng,sastre04,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4248,773.22,18.75,44.14,1968.25,0.3846,606.15,3.98,25.63,1653.12,0.4323
bangor_miami_eng,sastre06,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.2394,418.45,15.65,22.47,1907.55,0.2179,356.49,10.6,10.06,1730.81,0.2776
bangor_miami_eng,sastre06,G1-B MarbleNet VAD + VBx,2,2,0.249,418.45,15.65,40.81,1907.55,0.225,356.49,10.6,22.37,1730.81,0.2973
bangor_miami_eng,sastre06,G2-A pyannote community-1,2,2,0.1383,202.21,44.31,17.32,1907.55,0.1131,156.28,26.49,13.0,1730.81,0.1515
bangor_miami_eng,sastre06,G2-B NeMo diar_msdd_telephonic,2,2,0.2785,503.03,15.91,12.4,1907.55,0.2555,428.7,9.02,4.54,1730.81,0.3181
bangor_miami_eng,sastre06,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.1943,306.35,42.52,21.67,1907.55,0.1701,246.4,31.41,16.52,1730.81,0.1756
bangor_miami_eng,sastre06,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.176,300.19,20.5,15.13,1907.55,0.1524,247.65,11.57,4.57,1730.81,0.2152
bangor_miami_eng,sastre07,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.5036,758.7,71.13,130.41,1906.61,0.486,647.46,61.13,99.68,1663.05,0.4971
bangor_miami_eng,sastre07,G1-B MarbleNet VAD + VBx,2,3,0.531,758.7,71.13,182.54,1906.61,0.515,647.46,61.13,147.81,1663.04,0.5365
bangor_miami_eng,sastre07,G2-A pyannote community-1,2,3,0.472,553.71,114.74,231.43,1906.61,0.4542,468.6,92.7,193.99,1663.04,0.4856
bangor_miami_eng,sastre07,G2-B NeMo diar_msdd_telephonic,2,2,0.6899,1273.07,12.83,29.49,1906.61,0.6742,1092.52,8.27,20.52,1663.05,0.6898
bangor_miami_eng,sastre07,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.6365,751.26,68.89,393.4,1906.61,0.6171,621.7,56.75,347.78,1663.04,0.6174
bangor_miami_eng,sastre07,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,3,0.4758,805.1,42.3,59.74,1906.61,0.4575,683.68,34.66,42.57,1663.04,0.472
bangor_miami_eng,sastre08,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.2551,454.77,25.49,55.09,2098.4,0.2055,329.72,10.57,26.81,1786.23,0.276
bangor_miami_eng,sastre08,G1-B MarbleNet VAD + VBx,2,2,0.2756,454.77,25.49,98.06,2098.4,0.2251,329.72,10.57,61.86,1786.23,0.3086
bangor_miami_eng,sastre08,G2-A pyannote community-1,2,2,0.2589,324.87,33.71,184.65,2098.4,0.2147,215.89,15.53,152.08,1786.23,0.3199
