corpus,recording_id,model,ref_speakers,hyp_speakers,DER_collar0.0,miss_collar0.0_sec,falsealarm_collar0.0_sec,confusion_collar0.0_sec,total_ref_collar0.0_sec,DER_collar0.25,miss_collar0.25_sec,falsealarm_collar0.25_sec,confusion_collar0.25_sec,total_ref_collar0.25_sec,JER
bangor_miami_eng,sastre08,G2-B NeMo diar_msdd_telephonic,2,2,0.3309,643.58,24.32,26.46,2098.4,0.2819,479.83,9.87,13.8,1786.23,0.3419
bangor_miami_eng,sastre08,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.288,373.92,37.92,192.6,2098.4,0.2389,249.02,17.37,160.3,1786.23,0.31
bangor_miami_eng,sastre08,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2287,437.14,21.08,21.59,2098.4,0.1739,303.13,2.98,4.53,1786.23,0.2428
bangor_miami_eng,sastre09,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.3757,595.97,48.82,382.44,2734.27,0.346,443.53,20.09,317.21,2256.84,0.445
bangor_miami_eng,sastre09,G1-B MarbleNet VAD + VBx,2,2,0.3856,595.97,48.82,409.49,2734.27,0.3544,443.53,20.09,336.1,2256.84,0.4582
bangor_miami_eng,sastre09,G2-A pyannote community-1,2,2,0.3376,393.71,89.69,439.7,2734.27,0.3075,276.89,40.38,376.72,2256.84,0.4179
bangor_miami_eng,sastre09,G2-B NeMo diar_msdd_telephonic,2,2,0.3858,639.15,77.83,337.96,2734.27,0.3542,475.21,30.44,293.65,2256.84,0.4417
bangor_miami_eng,sastre09,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.3221,484.75,70.72,325.2,2734.27,0.2899,330.07,35.8,288.37,2256.84,0.3847
bangor_miami_eng,sastre09,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4456,786.11,90.76,341.46,2734.27,0.4158,590.41,54.99,293.03,2256.84,0.4847
bangor_miami_eng,sastre10,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.3305,768.57,13.54,100.39,2670.51,0.2972,594.5,7.74,55.9,2214.6,0.3544
bangor_miami_eng,sastre10,G1-B MarbleNet VAD + VBx,2,2,0.3563,768.57,13.54,169.5,2670.51,0.3229,594.5,7.74,112.86,2214.6,0.3936
bangor_miami_eng,sastre10,G2-A pyannote community-1,2,3,0.2894,385.06,98.02,289.87,2670.51,0.2617,293.07,50.36,236.08,2214.6,0.3417
bangor_miami_eng,sastre10,G2-B NeMo diar_msdd_telephonic,2,2,0.415,1005.2,49.25,53.85,2670.51,0.3851,796.5,28.01,28.42,2214.6,0.4202
bangor_miami_eng,sastre10,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.4583,516.73,58.57,648.58,2670.51,0.4367,381.46,29.25,556.45,2214.6,0.429
bangor_miami_eng,sastre10,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,4,0.4626,980.56,44.83,209.99,2670.51,0.4271,741.14,34.78,169.88,2214.6,0.491
bangor_miami_eng,sastre11,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.2558,473.43,81.1,72.73,2452.58,0.2155,367.25,51.06,48.85,2168.01,0.2735
bangor_miami_eng,sastre11,G1-B MarbleNet VAD + VBx,2,5,0.2963,473.43,81.1,172.11,2452.58,0.2557,367.25,51.06,135.95,2168.01,0.3149
bangor_miami_eng,sastre11,G2-A pyannote community-1,2,2,0.2205,463.8,46.76,30.18,2452.58,0.1806,345.81,26.18,19.46,2168.01,0.2557
bangor_miami_eng,sastre11,G2-B NeMo diar_msdd_telephonic,2,2,0.3444,800.8,24.13,19.7,2452.58,0.3067,641.8,13.33,9.85,2168.01,0.3636
bangor_miami_eng,sastre11,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.2761,632.28,34.66,10.3,2452.58,0.2337,475.99,23.93,6.85,2168.01,0.2933
bangor_miami_eng,sastre11,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2423,542.71,36.48,14.94,2452.58,0.1989,415.76,11.36,4.09,2168.01,0.2788
bangor_miami_eng,sastre12,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.3233,551.72,32.93,56.95,1984.29,0.2877,430.76,14.64,36.23,1674.14,0.3373
bangor_miami_eng,sastre12,G1-B MarbleNet VAD + VBx,2,2,0.3376,551.79,32.91,85.12,1984.29,0.3005,430.76,14.64,57.75,1674.14,0.3595
bangor_miami_eng,sastre12,G2-A pyannote community-1,2,2,0.2285,287.41,63.72,102.22,1984.29,0.1921,216.19,28.02,77.41,1674.14,0.2602
bangor_miami_eng,sastre12,G2-B NeMo diar_msdd_telephonic,2,2,0.4785,890.74,25.3,33.52,1984.29,0.4505,718.99,12.75,22.48,1674.14,0.4819
bangor_miami_eng,sastre12,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.271,285.67,63.06,188.93,1984.29,0.2322,212.46,27.06,149.15,1674.14,0.2791
bangor_miami_eng,sastre12,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.3107,545.78,43.26,27.56,1984.29,0.2654,415.58,16.64,12.17,1674.14,0.3141
bangor_miami_eng,sastre13,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.237,406.32,3.53,58.41,1975.95,0.2025,316.25,1.22,29.94,1715.86,0.2825
bangor_miami_eng,sastre13,G1-B MarbleNet VAD + VBx,2,2,0.2514,406.32,3.53,86.92,1975.95,0.2165,316.25,1.22,54.08,1715.86,0.3062
bangor_miami_eng,sastre13,G2-A pyannote community-1,2,3,0.1857,278.79,50.53,37.71,1975.95,0.1552,218.74,24.45,23.17,1715.86,0.1999
bangor_miami_eng,sastre13,G2-B NeMo diar_msdd_telephonic,2,2,0.3788,716.75,12.5,19.27,1975.95,0.3501,588.94,4.9,6.83,1715.86,0.4184
bangor_miami_eng,sastre13,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.1943,356.19,18.78,9.0,1975.95,0.1621,268.87,6.68,2.62,1715.86,0.2014
bangor_miami_eng,sastre13,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.245,466.04,2.44,15.73,1975.95,0.1979,334.71,0.55,4.33,1715.86,0.2713
bangor_miami_eng,zeledon02,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.3965,696.9,3.37,83.25,1976.31,0.3687,573.19,1.67,48.55,1690.76,0.4153
bangor_miami_eng,zeledon02,G1-B MarbleNet VAD + VBx,2,3,0.406,696.9,3.37,102.19,1976.31,0.3778,573.19,1.67,63.93,1690.75,0.4327
bangor_miami_eng,zeledon02,G2-A pyannote community-1,2,2,0.2631,445.99,49.03,24.94,1976.31,0.2348,366.0,19.68,11.23,1690.75,0.2688
bangor_miami_eng,zeledon02,G2-B NeMo diar_msdd_telephonic,2,2,0.6695,1306.42,2.3,14.41,1976.31,0.6516,1095.4,0.97,5.33,1690.76,0.6625
bangor_miami_eng,zeledon02,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.259,443.77,43.94,24.17,1976.31,0.2264,356.05,17.97,8.84,1690.75,0.2635
bangor_miami_eng,zeledon02,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2919,536.93,6.72,33.25,1976.31,0.2595,427.88,3.53,7.38,1690.76,0.312
bangor_miami_eng,zeledon03,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.3019,474.57,11.65,86.41,1896.7,0.2746,402.57,9.17,63.53,1730.56,0.3109
bangor_miami_eng,zeledon03,G1-B MarbleNet VAD + VBx,2,3,0.3178,474.57,11.65,116.56,1896.69,0.2902,402.57,9.17,90.51,1730.56,0.3388
bangor_miami_eng,zeledon03,G2-A pyannote community-1,2,2,0.2418,290.95,21.46,146.14,1896.69,0.2189,245.82,11.47,121.55,1730.56,0.3088
bangor_miami_eng,zeledon03,G2-B NeMo diar_msdd_telephonic,2,2,0.3987,727.34,15.2,13.75,1896.7,0.3738,631.5,9.51,5.9,1730.56,0.3983
bangor_miami_eng,zeledon03,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.3525,582.97,18.35,67.29,1896.69,0.3266,496.92,10.71,57.52,1730.56,0.3578
bangor_miami_eng,zeledon03,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.3148,569.6,7.61,19.79,1896.69,0.2816,477.2,5.2,4.96,1730.56,0.3372
bangor_miami_eng,zeledon04,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.3913,535.14,17.34,64.91,1577.81,0.3658,439.48,10.48,38.91,1336.39,0.4054
bangor_miami_eng,zeledon04,G1-B MarbleNet VAD + VBx,2,3,0.4131,535.14,17.34,99.38,1577.81,0.3874,439.48,10.48,67.75,1336.39,0.4377
bangor_miami_eng,zeledon04,G2-A pyannote community-1,2,2,0.3583,437.28,32.87,95.16,1577.81,0.3297,350.11,18.07,72.48,1336.39,0.3873
bangor_miami_eng,zeledon04,G2-B NeMo diar_msdd_telephonic,2,2,0.4213,603.63,32.66,28.51,1577.81,0.393,491.71,17.82,15.73,1336.39,0.4227
bangor_miami_eng,zeledon04,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.3517,497.67,31.7,25.54,1577.81,0.3198,391.56,18.94,16.83,1336.39,0.3478
bangor_miami_eng,zeledon04,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.3424,488.31,16.71,35.16,1577.81,0.32,409.36,8.67,9.67,1336.39,0.3527
bangor_miami_eng,zeledon06,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.3206,565.28,19.6,54.63,1994.58,0.2901,463.86,9.1,32.8,1743.66,0.3459
bangor_miami_eng,zeledon06,G1-B MarbleNet VAD + VBx,2,2,0.3322,565.28,19.6,77.73,1994.58,0.3006,463.86,9.1,51.27,1743.66,0.3656
bangor_miami_eng,zeledon06,G2-A pyannote community-1,2,2,0.2717,375.37,45.35,121.15,1994.58,0.2416,299.69,25.68,95.86,1743.66,0.3202
bangor_miami_eng,zeledon06,G2-B NeMo diar_msdd_telephonic,2,2,0.4945,945.07,17.46,23.8,1994.58,0.4682,792.66,9.51,14.15,1743.66,0.514
bangor_miami_eng,zeledon06,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.277,479.92,31.58,41.07,1994.58,0.241,373.17,16.63,30.36,1743.66,0.2922
bangor_miami_eng,zeledon06,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,3,0.2898,492.33,51.21,34.45,1994.58,0.2587,396.38,35.69,19.1,1743.66,0.2934
bangor_miami_eng,zeledon08,G1-A NeMo MarbleNet+TitaNet+spectral,2,4,0.3842,836.93,49.51,121.63,2623.68,0.3483,642.94,25.73,75.2,2135.6,0.3999
bangor_miami_eng,zeledon08,G1-B MarbleNet VAD + VBx,2,3,0.4116,836.92,49.51,193.44,2623.68,0.375,642.94,25.73,132.19,2135.6,0.4329
bangor_miami_eng,zeledon08,G2-A pyannote community-1,2,3,0.2875,483.13,85.3,185.87,2623.68,0.2479,351.74,35.27,142.5,2135.6,0.3219
bangor_miami_eng,zeledon08,G2-B NeMo diar_msdd_telephonic,2,3,0.4611,1070.76,57.06,81.83,2623.68,0.4277,827.55,31.48,54.32,2135.6,0.4638
bangor_miami_eng,zeledon08,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.2025,372.08,116.89,42.39,2623.68,0.1568,256.78,53.33,24.74,2135.6,0.2015
bangor_miami_eng,zeledon08,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,6,0.6811,1127.77,58.67,600.44,2623.68,0.6596,876.49,35.7,496.56,2135.6,0.6526
bangor_miami_eng,zeledon09,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.27,455.57,7.33,61.42,1941.96,0.2495,401.23,5.75,43.3,1804.68,0.2858
bangor_miami_eng,zeledon09,G1-B MarbleNet VAD + VBx,2,2,0.271,455.57,7.33,63.39,1941.96,0.2499,401.23,5.75,44.07,1804.68,0.2932
bangor_miami_eng,zeledon09,G2-A pyannote community-1,2,2,0.222,289.05,14.84,127.28,1941.96,0.2006,241.99,9.29,110.74,1804.68,0.2693
bangor_miami_eng,zeledon09,G2-B NeMo diar_msdd_telephonic,2,2,0.419,776.09,10.91,26.6,1941.96,0.4,695.38,6.89,19.52,1804.68,0.4259
bangor_miami_eng,zeledon09,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.2214,398.87,13.01,18.08,1941.96,0.1959,331.9,8.8,12.78,1804.68,0.2238
bangor_miami_eng,zeledon09,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.1398,220.05,6.16,45.23,1941.96,0.1177,179.41,3.86,29.11,1804.68,0.1593
bangor_miami_eng,zeledon11,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.324,449.74,15.42,166.31,1948.91,0.3022,383.92,12.57,137.61,1767.18,0.3388
bangor_miami_eng,zeledon11,G1-B MarbleNet VAD + VBx,2,3,0.3142,449.74,15.42,147.24,1948.91,0.2915,383.92,12.57,118.6,1767.18,0.3334
bangor_miami_eng,zeledon11,G2-A pyannote community-1,2,3,0.3167,497.92,26.13,93.26,1948.91,0.296,428.56,18.98,75.55,1767.18,0.3406
bangor_miami_eng,zeledon11,G2-B NeMo diar_msdd_telephonic,2,2,0.445,835.77,11.54,20.04,1948.91,0.425,732.91,6.85,11.31,1767.18,0.4507
bangor_miami_eng,zeledon11,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.3572,580.63,23.64,91.82,1948.91,0.3358,494.57,17.69,81.18,1767.18,0.3605
bangor_miami_eng,zeledon11,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2528,460.7,14.46,17.44,1948.91,0.227,386.51,8.11,6.49,1767.18,0.2592
bangor_miami_eng,zeledon13,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.2278,431.08,3.46,60.9,2174.48,0.1987,348.05,1.47,34.51,1932.41,0.253
bangor_miami_eng,zeledon13,G1-B MarbleNet VAD + VBx,2,2,0.2403,431.08,3.46,87.93,2174.48,0.2092,348.05,1.47,54.78,1932.41,0.2771
bangor_miami_eng,zeledon13,G2-A pyannote community-1,2,3,0.2088,264.59,47.51,142.02,2174.48,0.1815,210.11,25.3,115.27,1932.41,0.2513
bangor_miami_eng,zeledon13,G2-B NeMo diar_msdd_telephonic,2,2,0.3242,653.58,17.79,33.69,2174.48,0.2965,546.29,7.39,19.26,1932.41,0.3385
bangor_miami_eng,zeledon13,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.2728,387.46,38.49,167.19,2174.48,0.2451,304.26,25.62,143.67,1932.41,0.2646
bangor_miami_eng,zeledon13,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.2813,590.76,3.07,17.75,2174.48,0.2367,450.09,0.93,6.43,1932.41,0.2975
playlogue,ew_42ec_11023,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.7125,215.05,105.42,71.79,550.56,0.7135,199.44,84.68,66.04,490.8,0.7331
playlogue,ew_42ec_11023,G1-B MarbleNet VAD + VBx,2,2,0.6979,215.05,105.42,63.75,550.56,0.6974,199.44,84.68,58.17,490.8,0.7099
playlogue,ew_42ec_11023,G2-A pyannote community-1,2,2,0.5543,245.45,41.28,18.43,550.56,0.5479,234.96,20.91,13.02,490.8,0.6291
playlogue,ew_42ec_11023,G2-B NeMo diar_msdd_telephonic,2,2,0.6769,350.3,15.03,7.36,550.56,0.6724,316.06,7.85,6.11,490.8,0.7973
playlogue,ew_42ec_11023,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.5446,254.16,39.18,6.48,550.56,0.5366,239.95,19.95,3.45,490.8,0.5911
playlogue,ew_42ec_11023,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5191,225.68,51.97,8.17,550.56,0.5101,219.88,26.15,4.3,490.8,0.57
playlogue,ew_42ec_12007,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.5685,230.71,77.78,59.69,647.6,0.5343,198.77,44.31,45.02,539.2,0.56
playlogue,ew_42ec_12007,G1-B MarbleNet VAD + VBx,2,3,0.5885,230.71,77.78,72.61,647.6,0.5522,198.77,44.31,54.69,539.2,0.5936
playlogue,ew_42ec_12007,G2-A pyannote community-1,2,2,0.5324,177.83,84.72,82.23,647.6,0.4865,160.86,43.22,58.23,539.2,0.5671
playlogue,ew_42ec_12007,G2-B NeMo diar_msdd_telephonic,2,2,0.6232,353.91,26.54,23.13,647.6,0.5959,296.73,9.56,15.04,539.2,0.6698
playlogue,ew_42ec_12007,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.4766,220.4,64.24,24.0,647.6,0.4307,187.53,30.71,14.0,539.2,0.4851
playlogue,ew_42ec_12007,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5188,269.96,50.45,15.54,647.6,0.4813,233.27,20.37,5.87,539.2,0.5848
playlogue,ew_42ec_12014,G1-A NeMo MarbleNet+TitaNet+spectral,2,4,0.7905,250.11,105.44,75.89,545.76,0.7825,216.99,77.03,61.91,454.89,0.6872
playlogue,ew_42ec_12014,G1-B MarbleNet VAD + VBx,2,2,0.8051,250.11,105.44,83.83,545.76,0.7933,216.99,77.03,66.84,454.89,0.7189
playlogue,ew_42ec_12014,G2-A pyannote community-1,2,2,0.6612,227.74,72.92,60.22,545.76,0.6371,207.54,40.06,42.23,454.89,0.6264
playlogue,ew_42ec_12014,G2-B NeMo diar_msdd_telephonic,2,1,0.8115,397.2,23.89,21.79,545.76,0.7991,336.4,12.7,14.39,454.89,0.8423
playlogue,ew_42ec_12014,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.6143,221.44,88.72,25.12,545.76,0.5875,197.7,53.86,15.69,454.89,0.5521
playlogue,ew_42ec_12014,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.5973,256.16,53.36,16.45,545.76,0.5757,228.31,26.3,7.24,454.89,0.5742
playlogue,ew_42ec_12029,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6888,217.06,85.38,64.98,533.44,0.6682,192.01,60.12,52.02,455.2,0.6104
playlogue,ew_42ec_12029,G1-B MarbleNet VAD + VBx,2,2,0.765,217.06,85.38,105.62,533.44,0.749,192.01,60.12,88.83,455.2,0.7707
playlogue,ew_42ec_12029,G2-A pyannote community-1,2,2,0.5296,177.0,50.33,55.2,533.44,0.4959,160.97,24.21,40.54,455.2,0.5432
playlogue,ew_42ec_12029,G2-B NeMo diar_msdd_telephonic,2,1,0.7553,349.52,19.68,33.69,533.44,0.7421,301.97,9.53,26.29,455.2,0.8181
playlogue,ew_42ec_12029,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.4731,181.68,54.95,15.76,533.44,0.4411,163.71,27.79,9.28,455.2,0.4636
playlogue,ew_42ec_12029,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4521,150.65,67.4,23.11,533.44,0.4103,142.11,32.69,11.94,455.2,0.4355
playlogue,ew_42ec_22118,G1-A NeMo MarbleNet+TitaNet+spectral,2,4,0.8886,265.91,81.29,69.23,468.64,0.8907,245.94,69.18,63.18,424.73,0.7465
playlogue,ew_42ec_22118,G1-B MarbleNet VAD + VBx,2,1,0.9177,265.91,81.29,82.88,468.64,0.9144,245.94,69.18,73.25,424.73,0.8547
playlogue,ew_42ec_22118,G2-A pyannote community-1,2,2,0.6612,207.47,55.19,47.21,468.64,0.6465,202.3,34.4,37.9,424.73,0.6255
playlogue,ew_42ec_22118,G2-B NeMo diar_msdd_telephonic,2,2,0.8913,374.14,15.63,27.95,468.64,0.8925,343.73,11.24,24.09,424.73,0.878
playlogue,ew_42ec_22118,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.7198,219.84,53.91,63.6,468.64,0.7013,211.61,34.18,52.08,424.73,0.6562
playlogue,ew_42ec_22118,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,3,0.6144,222.13,42.25,23.55,468.64,0.6013,217.84,21.83,15.71,424.73,0.5798
playlogue,ew_42ec_22120,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.7019,312.04,94.87,75.88,687.84,0.6764,278.25,62.68,62.01,595.73,0.6165
playlogue,ew_42ec_22120,G1-B MarbleNet VAD + VBx,2,3,0.7746,312.04,94.87,125.92,687.84,0.7484,278.25,62.68,104.88,595.73,0.7028
playlogue,ew_42ec_22120,G2-A pyannote community-1,2,2,0.543,212.6,85.42,75.48,687.84,0.5059,198.83,46.27,56.29,595.73,0.5298
playlogue,ew_42ec_22120,G2-B NeMo diar_msdd_telephonic,2,1,0.8112,506.24,20.11,31.61,687.84,0.801,443.04,9.28,24.82,595.73,0.8037
playlogue,ew_42ec_22120,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,4,0.496,226.32,81.76,33.12,687.84,0.4607,205.65,45.89,22.92,595.73,0.4641
playlogue,ew_42ec_22120,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4471,156.4,114.67,36.43,687.84,0.3895,145.16,63.42,23.46,595.73,0.4105
playlogue,ew_42ec_22128,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.6996,178.78,56.51,35.11,386.48,0.6925,164.3,40.62,29.35,338.29,0.7704
playlogue,ew_42ec_22128,G1-B MarbleNet VAD + VBx,2,1,0.6618,178.78,56.51,20.5,386.48,0.6491,164.3,40.62,14.67,338.29,0.7738
playlogue,ew_42ec_22128,G2-A pyannote community-1,2,2,0.5945,164.0,38.36,27.42,386.48,0.5773,155.67,19.37,20.25,338.29,0.7491
playlogue,ew_42ec_22128,G2-B NeMo diar_msdd_telephonic,2,2,0.6663,233.51,13.29,10.73,386.48,0.6593,209.06,6.12,7.85,338.29,0.7907
playlogue,ew_42ec_22128,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.6332,208.96,25.61,10.16,386.48,0.6169,188.54,12.79,7.35,338.29,0.6724
playlogue,ew_42ec_22128,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,3,0.5312,147.11,47.33,10.85,386.48,0.5166,141.03,26.89,6.84,338.29,0.5717
playlogue,ew_42ec_22148,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.8616,186.08,81.1,43.28,360.32,0.8681,171.33,62.79,36.25,311.46,0.7043
playlogue,ew_42ec_22148,G1-B MarbleNet VAD + VBx,2,1,0.894,186.08,81.1,54.93,360.32,0.888,171.33,62.79,42.45,311.46,0.8404
playlogue,ew_42ec_22148,G2-A pyannote community-1,2,2,0.7359,166.44,58.61,40.11,360.32,0.7222,156.66,38.0,30.28,311.46,0.6773
playlogue,ew_42ec_22148,G2-B NeMo diar_msdd_telephonic,2,3,0.8012,248.5,26.25,13.94,360.32,0.8029,223.48,15.98,10.6,311.46,0.7712
playlogue,ew_42ec_22148,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.6756,179.52,53.04,10.88,360.32,0.6636,165.23,35.16,6.28,311.46,0.6004
playlogue,ew_42ec_22148,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.6594,167.3,53.03,17.27,360.32,0.6462,160.41,29.9,10.95,311.46,0.5949
playlogue,ew_42pc_11023,G1-A NeMo MarbleNet+TitaNet+spectral,2,2,0.9447,336.1,115.79,114.7,599.76,0.9409,304.56,89.41,96.18,520.91,0.8484
playlogue,ew_42pc_11023,G1-B MarbleNet VAD + VBx,2,1,0.8984,336.1,115.79,86.92,599.76,0.8895,304.56,89.41,69.37,520.91,0.8506
playlogue,ew_42pc_11023,G2-A pyannote community-1,2,2,0.7314,288.73,62.6,87.33,599.76,0.7074,273.32,31.39,63.78,520.91,0.6958
playlogue,ew_42pc_11023,G2-B NeMo diar_msdd_telephonic,2,1,0.8754,489.71,13.55,21.78,599.76,0.8711,431.92,5.73,16.12,520.91,0.896
playlogue,ew_42pc_11023,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.6543,294.24,70.4,27.76,599.76,0.6343,271.88,39.1,19.41,520.91,0.5923
playlogue,ew_42pc_11023,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.6342,261.08,89.93,29.36,599.76,0.6089,252.72,46.63,17.81,520.91,0.5595
playlogue,ew_42pc_12007,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.5639,116.92,65.69,33.39,383.04,0.5115,102.32,36.65,19.15,309.1,0.5048
playlogue,ew_42pc_12007,G1-B MarbleNet VAD + VBx,2,2,0.5967,116.92,65.6,46.04,383.04,0.5397,102.32,36.56,27.95,309.1,0.5491
playlogue,ew_42pc_12007,G2-A pyannote community-1,2,2,0.5196,79.95,72.63,46.47,383.04,0.4496,71.78,38.29,28.89,309.1,0.4885
playlogue,ew_42pc_12007,G2-B NeMo diar_msdd_telephonic,2,2,0.619,185.04,32.89,19.18,383.04,0.5818,155.22,15.16,9.44,309.1,0.5833
playlogue,ew_42pc_12007,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.4758,101.68,62.24,18.32,383.04,0.4059,85.0,32.06,8.38,309.1,0.4316
playlogue,ew_42pc_12007,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4459,77.49,69.83,23.49,383.04,0.3714,67.12,37.5,10.18,309.1,0.407
playlogue,ew_42pc_12014,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.7827,225.77,55.99,35.63,405.52,0.7623,191.16,37.28,26.52,334.48,0.6779
playlogue,ew_42pc_12014,G1-B MarbleNet VAD + VBx,2,1,0.8881,225.77,55.99,78.4,405.52,0.8684,191.16,37.28,62.03,334.48,0.8353
playlogue,ew_42pc_12014,G2-A pyannote community-1,2,2,0.5725,86.97,99.65,45.54,405.52,0.5111,76.76,62.75,31.44,334.48,0.5019
playlogue,ew_42pc_12014,G2-B NeMo diar_msdd_telephonic,2,1,0.926,366.17,3.45,5.89,405.52,0.9178,301.24,1.62,4.14,334.48,0.9084
playlogue,ew_42pc_12014,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,2,0.554,85.2,114.76,24.72,405.52,0.4894,73.05,74.25,16.39,334.48,0.4474
playlogue,ew_42pc_12014,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4819,132.57,43.96,18.87,405.52,0.4217,112.56,19.12,9.37,334.48,0.4484
playlogue,ew_42pc_12029,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.6253,300.49,99.32,77.5,763.28,0.6115,281.05,68.25,67.18,681.05,0.5543
playlogue,ew_42pc_12029,G1-B MarbleNet VAD + VBx,2,3,0.6443,300.49,99.32,91.95,763.28,0.6277,281.05,68.25,78.23,681.05,0.5685
playlogue,ew_42pc_12029,G2-A pyannote community-1,2,2,0.487,254.58,89.03,28.09,763.28,0.4653,244.7,52.88,19.33,681.05,0.4658
playlogue,ew_42pc_12029,G2-B NeMo diar_msdd_telephonic,2,2,0.7125,478.04,43.24,22.56,763.28,0.7012,433.6,26.72,17.26,681.05,0.6478
playlogue,ew_42pc_12029,G3-A nvidia/diar_streaming_sortformer_4spk-v2.1,2,3,0.5347,302.64,77.44,28.08,763.28,0.5112,279.66,47.52,20.98,681.05,0.5198
playlogue,ew_42pc_12029,G4-A OpenMOSS-Team/MOSS-Transcribe-Diarize,2,2,0.4603,243.65,79.87,27.78,763.28,0.4357,234.91,43.82,17.96,681.05,0.4491
playlogue,ew_42pc_22118,G1-A NeMo MarbleNet+TitaNet+spectral,2,3,0.8579,307.57,62.96,51.37,491.76,0.8557,277.31,47.35,44.15,430.99,0.7113
